StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q13,Q14,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21_1,Q21_2,Q21_3,Q21_4,Q23,Q6,Q7,Q8,Q9,Q10,Q8,Q9,Q22,Q10,Q11,Q12,Q24
2022-05-17 00:34:44,2022-05-17 00:42:37,IP Address,100,473,True,2022-05-17 00:42:38,R_6zKFjjERXgq2lm9,anonymous,EN,0.800000011920929,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,2 = Disagree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,-1 = Had a negative impact,-1 = Had a negative impact,,"To study paleontology ","Yes, overwhelmed with school course load and family life ","Yes. I have a degree in criminal justice before following my dreams into paleontology ","Yes. Further a career in paleontology ",,I prefer not to say,,Non-Hispanic or Latino,,,,Yes
2022-05-17 03:49:17,2022-05-17 03:52:01,IP Address,100,163,True,2022-05-17 03:52:01,R_yCGdpndKsXE7BVT,anonymous,EN,1,Yes,Yes,3 = Neither Agree nor Disagree,2 = Disagree,2 = Disagree,2 = Disagree,5 = Strongly Agree,2 = Disagree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,2 = Disagree,2 = Disagree,1 = Strongly Disagree,5 = Strongly Agree,1 = Strongly Disagree,2 = Disagree,4 = Agree,4 = Agree,2 = Disagree,1 = Strongly Disagree,2 = Disagree,-2 = Had a strong negative impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,-1 = Had a negative impact,-2 = Had a strong negative impact,-2 = Had a strong negative impact,-2 = Had a strong negative impact,0 = Had neither a positive nor a negative impact,-2 = Had a strong negative impact,-1 = Had a negative impact,-2 = Had a strong negative impact,-2 = Had a strong negative impact,-2 = Had a strong negative impact,,covid,My universities program is to rigid,,?,,Male,,Non-Hispanic or Latino,"Asian,White",,,Yes
2022-05-17 06:26:36,2022-05-17 06:32:41,IP Address,100,364,True,2022-05-17 06:32:41,R_2YMbrk3H7dPrFFc,anonymous,EN,1,Yes,Yes,4 = Agree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,1 = Strongly Disagree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,5 = Strongly Agree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,"To become a hydrogeologist. ",No.,I always had a declared geology major.,"I plan to become an informal educator. I hope to do this in a field related to the geosciences. ",,Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-18 06:30:36,2022-05-18 06:32:56,IP Address,100,140,True,2022-05-18 06:32:57,R_31gBv321WhajCBN,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,4 = Agree,1 = Strongly Disagree,2 = Disagree,2 = Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,5 = Strongly Agree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,,,,,,Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-18 15:07:03,2022-05-18 15:12:53,IP Address,100,349,True,2022-05-18 15:12:53,R_3hF8f03bUvcTugi,anonymous,EN,1,Yes,Yes,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,-1 = Had a negative impact,N/A = Not applicable/ Did not experience this,,Conservation,No,No,"Yes, marine conservation",No,Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-18 15:54:29,2022-05-18 15:58:34,IP Address,100,245,True,2022-05-18 15:58:34,R_2E60ra2yYEzBvRQ,anonymous,EN,0.8999999761581421,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,I liked it,"No ","No ","Possibly depends on where I feel comfortable I’m preferably a marine scientist ","No ",Male,"Male ",Non-Hispanic or Latino,Black or African American,"African American ","No ",Yes
2022-05-04 16:40:32,2022-05-04 16:44:12,IP Address,27,220,False,2022-05-18 16:44:13,R_3mXCYJKSmguAnVn,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,3 = Neither Agree nor Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-18 19:02:53,2022-05-18 19:12:13,IP Address,100,560,True,2022-05-18 19:12:13,R_1eCynYn27duZU7m,anonymous,EN,1,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,4 = Agree,2 = Disagree,4 = Agree,5 = Strongly Agree,1 = Strongly Disagree,5 = Strongly Agree,4 = Agree,1 = Strongly Disagree,1 = Strongly Disagree,4 = Agree,5 = Strongly Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,I completed field work twice related to my research projects,No,"I was orginally a chemistry major, but I decided to major in geoscience because I prioritized passion over money.","Yes, I will be going into Environmental Consulting as an Environmental Scientist",,Female,,Non-Hispanic or Latino,White,,Queer,Yes
2022-05-18 23:33:27,2022-05-18 23:38:55,IP Address,100,328,True,2022-05-18 23:38:56,R_r9JFfPCXlS1t0m5,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,4 = Agree,2 = Disagree,5 = Strongly Agree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,-1 = Had a negative impact,N/A = Not applicable/ Did not experience this,,Best program option that didn't require loans,"Yes, didn't feel like the best fit and didn't get introduced to careers until a internship.",No,"Yes, I'm hoping to pursue my masters in Marine Resource Management",,Female,,Non-Hispanic or Latino,"American Indian or Alaska Native,Black or African American,White",,LGBT+,Yes
2022-05-19 07:43:21,2022-05-19 07:50:15,IP Address,100,414,True,2022-05-19 07:50:15,R_3Li2QHOfBgjyszL,anonymous,EN,0.800000011920929,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,2 = Had a strong positive impact,-1 = Had a negative impact,-1 = Had a negative impact,,I love oceanography and the oceans!,no,"thought about humanities, this clicked more and it just felt right","hopefully! (haven not been hired yet, taking a gap year with different employment)",field trips and being a TA,Female,woman,Non-Hispanic or Latino,White,,bisexual/queer,Yes
2022-05-18 06:24:08,2022-05-19 08:48:41,IP Address,100,95072,True,2022-05-19 08:48:41,R_276WymEr3stvj2t,anonymous,EN,1,Yes,Yes,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Disagree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,I have always loved studying the Earth and how it has changed and will continue to change,,,I am planning to go into environmental consulting after graduating,,Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-05 11:06:53,2022-05-05 11:08:19,IP Address,27,85,False,2022-05-19 11:38:02,R_1JDU60gfeR2A5hc,anonymous,EN,0.8999999761581421,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,3 = Neither Agree nor Disagree,4 = Agree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,4 = Agree,1 = Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-05 14:06:32,2022-05-05 14:07:10,IP Address,5,37,False,2022-05-19 14:17:37,R_12JFdGMt03E8Ql6,anonymous,EN,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-05 14:28:07,2022-05-05 14:28:18,IP Address,9,10,False,2022-05-19 14:28:20,R_2X5trSOfPNzUkJz,anonymous,EN,1,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-05 15:00:14,2022-05-06 10:03:54,IP Address,27,68619,False,2022-05-20 10:04:11,R_8etjcae3rmho3rr,anonymous,EN,1,Yes,Yes,3 = Neither Agree nor Disagree,2 = Disagree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,2 = Disagree,4 = Agree,2 = Disagree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10 06:49:04,2022-05-10 06:49:11,IP Address,5,6,False,2022-05-24 06:49:14,R_1EikgF1DRxlxKlH,anonymous,EN,0.800000011920929,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10 09:49:27,2022-05-10 09:50:18,IP Address,9,51,False,2022-05-24 09:56:44,R_1jAMBASJSICdQcR,anonymous,EN,0.8999999761581421,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10 09:53:11,2022-05-10 09:53:17,IP Address,5,6,False,2022-05-24 09:58:23,R_217KC4rqN8WRHTT,anonymous,EN,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10 12:30:55,2022-05-10 12:33:03,IP Address,95,128,False,2022-05-24 12:33:14,R_r0Gb42JjwVZJf69,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10 12:36:50,2022-05-10 12:43:05,IP Address,45,374,False,2022-05-24 12:43:09,R_22ykvjVl4e192BF,anonymous,EN,0.8999999761581421,Yes,Yes,5 = Strongly Agree,,,,,5 = Strongly Agree,,,,,5 = Strongly Agree,,,,,5 = Strongly Agree,,,,,2 = Had a strong positive impact,,,,,,2 = Had a strong positive impact,,,,2 = Had a strong positive impact,,,,,,,,,,,,,,,,
2022-05-10 14:06:08,2022-05-10 14:08:26,IP Address,27,137,False,2022-05-24 14:08:33,R_1joVSNUNDWLfABJ,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,2 = Disagree,2 = Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10 15:03:16,2022-05-10 15:04:21,IP Address,9,64,False,2022-05-24 15:04:25,R_3oI7JIpHjxKoa6l,anonymous,EN,1,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-11 06:48:54,2022-05-11 06:55:26,IP Address,45,391,False,2022-05-25 06:55:30,R_1NaaOm9Jt2os6n6,anonymous,EN,1,Yes,Yes,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,4 = Agree,4 = Agree,1 = Strongly Disagree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,-1 = Had a negative impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,,,,,,,,,,,,
2022-05-11 11:06:10,2022-05-11 11:06:21,IP Address,9,11,False,2022-05-25 11:07:34,R_3MJTC6OUC1PUg6i,anonymous,EN,1,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-11 11:44:05,2022-05-11 11:54:41,IP Address,45,635,False,2022-05-25 11:54:46,R_2AWGFrEk6ouNXW0,anonymous,EN,0.8999999761581421,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,2 = Disagree,1 = Strongly Disagree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,4 = Agree,1 = Strongly Disagree,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,,,,,,,,,,,,
2022-05-11 15:28:16,2022-05-11 15:28:49,IP Address,9,32,False,2022-05-25 15:28:51,R_3LZGIsBKyzZgNpX,anonymous,EN,1,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-11 16:56:33,2022-05-11 16:59:24,IP Address,95,170,False,2022-05-25 16:59:25,R_3FX3oWHbohiPgtu,anonymous,EN,1,Yes,Yes,5 = Strongly Agree,2 = Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-11 17:21:18,2022-05-11 17:22:42,IP Address,9,84,False,2022-05-25 17:22:44,R_2YulRUN0iE53cBY,anonymous,EN,1,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-11 17:29:22,2022-05-11 17:29:58,Spam,9,35,False,2022-05-25 17:30:03,R_6RLABWLdv5qBSaB,anonymous,EN,1,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-11 18:03:35,2022-05-11 18:05:26,IP Address,27,110,False,2022-05-25 18:05:31,R_3suXGf6aMgApF52,anonymous,EN,1,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,1 = Strongly Disagree,5 = Strongly Agree,1 = Strongly Disagree,5 = Strongly Agree,4 = Agree,2 = Disagree,1 = Strongly Disagree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,2 = Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12 06:18:49,2022-05-12 06:19:17,IP Address,9,28,False,2022-05-26 06:19:18,R_1oCnNXj3VMATjg1,anonymous,EN,0.8999999761581421,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12 13:23:27,2022-05-12 13:24:41,IP Address,9,73,False,2022-05-26 13:24:44,R_1jK6RdnR3jZb44S,anonymous,EN,1,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12 17:28:21,2022-05-12 17:29:05,IP Address,9,44,False,2022-05-26 17:29:06,R_Z4QoPucIWYwGqXv,anonymous,EN,1,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12 17:33:03,2022-05-12 17:35:43,IP Address,27,160,False,2022-05-26 17:35:48,R_339H6YJOXC1MiEv,anonymous,EN,1,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,1 = Strongly Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,1 = Strongly Disagree,1 = Strongly Disagree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,2 = Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12 18:21:14,2022-05-12 18:23:08,IP Address,45,113,False,2022-05-26 18:23:12,R_3EHcGqltpstXwHG,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,,,,,4 = Agree,,,,,4 = Agree,,,,,,,,,,1 = Had a positive impact,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-28 14:49:27,2022-05-28 14:53:26,IP Address,100,238,True,2022-05-28 14:53:26,R_uq8oYodSunfcv3r,anonymous,EN,0.8999999761581421,Yes,Yes,2 = Disagree,2 = Disagree,2 = Disagree,4 = Agree,2 = Disagree,2 = Disagree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,Love for Earth,"Yes, courses are too geology heavy. (I am environmental earth science)","Marine Bio, Wanted to be more well rounded",More so conservation through education,Courses are too rock heavy,Female,female,Non-Hispanic or Latino,Asian,,,Yes
2022-05-28 14:37:40,2022-05-28 14:54:42,IP Address,100,1022,True,2022-05-28 14:54:43,R_3pg1ZZ45bKXgTMA,anonymous,EN,1,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,1 = Strongly Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,I want to help with climate change,No,"I was a RN for 20+ years. I decided that I wanted to study geosciences ","Yes, I’m confident I will find a career in my field ",,Male,He/him,Non-Hispanic or Latino,White,,,Yes
2022-05-28 14:53:25,2022-05-28 15:15:37,IP Address,100,1332,True,2022-05-28 15:15:37,R_2fv49s307by2wQ2,anonymous,EN,1,Yes,Yes,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,1 = Strongly Disagree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,-2 = Had a strong negative impact,N/A = Not applicable/ Did not experience this,"I'm a mostly cis male who is half-White half-Japanese, but I am white passing. What was more significant to me was where our students are from; I am from Hawai'i and attend UHM, but a lot of my classmates are from the mainland, so the cultural differences are noticeable.","I originally wanted to be a chemist to help combat climate change, but then I realized I hated carbon chemistry. This major has a good amount of chemistry, so I gave it a shot.","No; by the time I finally burnt out, I was about to graduate.","Originally I was intending on majoring in chemistry, but I chose geoscience after I realized I hated carbon based chemistry.","For the time being, I am planning on working in GeoTech to recover from burnout.",the fucking pandemic made learning hard and I have no idea how much I learned over the past three years,"Male,I'll type it below","Mostly Male? IDK gender is a social construct and I'm comfortable identifying as male, but wouldn't mind identifying as female if I could look convincing and if women weren't treated horribly by society.",Non-Hispanic or Latino,"Asian,White,More than one race",,"I grew up in Hawaii, and went to UHM, but almost all of my classmates were from the mainland, so it felt somewhat strange to me.",Yes
